com.samsung.shealth.stand_day_summary,6211031,1
5351424,2021-05-16 02:46:36.250,2021-05-15 12:19:25.858,j9zBUHWfhn,com.sec.android.app.shealth,5cc6a2f0-eefa-6d70-3cb5-2563299a81ea,1621036800000,
40960,2022-03-16 08:14:03.582,2022-03-16 00:35:55.366,j9zBUHWfhn,com.sec.android.app.shealth,f7062ea8-a39c-2c2c-9e7a-d46da93a6fe8,1647388800000,
6427648,2021-11-17 03:04:36.260,2021-11-16 12:50:38.800,j9zBUHWfhn,com.sec.android.app.shealth,617c2d9b-d2d0-f620-7af7-f2c6647b304f,1637020800000,
5376000,2021-04-20 02:34:01.328,2021-04-19 12:25:24.433,j9zBUHWfhn,com.sec.android.app.shealth,d09ee2ef-e40a-6841-e750-5abb2d70f16e,1618790400000,
0,2022-03-22 10:08:13.500,2022-03-22 10:08:13.500,j9zBUHWfhn,com.sec.android.app.shealth,cc0f6524-adb8-8bce-4fce-8802670b3f30,1647907200000,
1181696,2021-11-24 01:22:31.276,2021-11-23 12:40:25.091,j9zBUHWfhn,com.sec.android.app.shealth,820e9f9c-4ac9-4a1d-1b16-2116d03ac946,1637625600000,
65536,2021-07-15 20:56:53.636,2021-07-15 17:50:03.818,j9zBUHWfhn,com.sec.android.app.shealth,f87e9b25-193e-4c1d-7846-a5f6bb45afa9,1626307200000,
132096,2021-03-02 22:30:24.248,2021-03-02 13:09:18.034,j9zBUHWfhn,com.sec.android.app.shealth,c8275b04-04ab-a657-c76f-81cc13793696,1614643200000,
300032,2021-06-15 22:14:37.233,2021-06-15 12:19:34.098,j9zBUHWfhn,com.sec.android.app.shealth,09a0640b-ac78-be40-c78e-88c86504268d,1623715200000,
136192,2021-09-21 21:24:45.251,2021-09-21 12:24:29.851,j9zBUHWfhn,com.sec.android.app.shealth,6cb30fbf-8315-3f2c-38fe-3d2d057903a4,1632182400000,
6291456,2021-07-05 02:58:29.293,2021-07-04 13:33:54.194,j9zBUHWfhn,com.sec.android.app.shealth,1b267b0e-b78b-8f06-f8ae-cc87b68045fb,1625356800000,
299008,2021-01-14 23:27:40.203,2021-01-14 13:29:52.038,j9zBUHWfhn,com.sec.android.app.shealth,94239b34-916e-a88d-5ed8-af88fe67f48e,1610582400000,
1048576,2021-10-16 18:06:10.231,2021-10-16 10:00:42.154,j9zBUHWfhn,com.sec.android.app.shealth,32937d74-2b48-175a-b188-5c5ad5d4974b,1634342400000,
674816,2021-12-14 00:54:48.312,2021-12-13 13:06:28.425,j9zBUHWfhn,com.sec.android.app.shealth,dd019344-b5bc-5008-c18f-947b5786898a,1639353600000,
0,2021-10-15 18:12:29.521,2021-10-15 18:12:29.521,j9zBUHWfhn,com.sec.android.app.shealth,f29c0c45-12cc-0c1d-8a68-e3ed85b3890a,1634256000000,
2115584,2021-08-10 01:13:27.246,2021-08-09 11:51:09.123,j9zBUHWfhn,com.sec.android.app.shealth,f3302ae1-4a1c-a60c-3f79-5e2a8e504c21,1628467200000,
5441536,2021-11-25 03:54:28.304,2021-11-24 13:13:18.241,j9zBUHWfhn,com.sec.android.app.shealth,98e1435a-c863-3524-3abf-8b09fb053118,1637712000000,
102400,2021-06-07 20:50:26.596,2021-06-07 12:35:32.898,j9zBUHWfhn,com.sec.android.app.shealth,30b9f56e-8bbe-b1df-f020-6d91d783b566,1623024000000,
428032,2021-04-29 22:53:04.217,2021-04-29 12:57:22.820,j9zBUHWfhn,com.sec.android.app.shealth,0906a43d-a40c-c0b3-c64b-95269f37b3f6,1619654400000,
167936,2020-10-25 21:38:48.269,2020-10-25 13:41:40.152,j9zBUHWfhn,com.sec.android.app.shealth,8edacecd-f36a-af97-784c-5cb111f0a3c0,1603584000000,
2048,2021-08-03 15:55:05.681,2021-08-03 12:43:05.274,j9zBUHWfhn,com.sec.android.app.shealth,bc8130af-4f1d-c306-7c1e-793be2c23f9b,1627948800000,
2777090,2022-01-24 02:38:03.247,2022-01-23 05:00:04.604,j9zBUHWfhn,com.sec.android.app.shealth,b202b3d3-b0ea-956b-b5ba-b6dfaeaf65c3,1642896000000,
6569984,2021-04-26 02:47:00.427,2021-04-25 13:39:46.497,j9zBUHWfhn,com.sec.android.app.shealth,0f8279c7-12ba-d050-2011-63c60ea9dcd5,1619308800000,
644096,2022-02-08 00:53:40.280,2022-02-07 13:07:17.150,j9zBUHWfhn,com.sec.android.app.shealth,7e5cfa67-df88-f9e3-de9c-13eaa5a794f0,1644192000000,
1101824,2020-12-22 01:22:08.234,2020-12-21 13:50:05.904,j9zBUHWfhn,com.sec.android.app.shealth,ffda52e6-4813-6989-7558-31857669fc65,1608508800000,
4228096,2021-11-03 02:15:53.237,2021-11-02 11:59:00.976,j9zBUHWfhn,com.sec.android.app.shealth,532eed45-892b-a3f5-ef36-a8d8c353f393,1635811200000,
67584,2021-04-08 20:55:37.632,2021-04-08 12:07:00.816,j9zBUHWfhn,com.sec.android.app.shealth,ffe50dfc-4737-a862-8e53-eb73d628c2ef,1617840000000,
1330176,2021-06-24 00:12:38.334,2021-06-23 13:01:03.957,j9zBUHWfhn,com.sec.android.app.shealth,07452c94-3672-4ee9-d787-30a818817926,1624406400000,
4587520,2022-01-30 03:29:45.279,2022-01-29 14:48:22.593,j9zBUHWfhn,com.sec.android.app.shealth,8facf7f1-73ef-603b-ce89-91d73933524e,1643414400000,
1064960,2021-10-12 18:13:55.255,2021-10-12 06:25:15.918,j9zBUHWfhn,com.sec.android.app.shealth,9838c1b4-f622-c6d9-53d7-1c3a9f858f0d,1633996800000,
6144,2021-05-02 16:24:06.227,2021-05-02 12:43:21.582,j9zBUHWfhn,com.sec.android.app.shealth,e92d1826-f120-2155-47fb-07e57bced386,1619913600000,
199680,2021-06-16 21:48:43.251,2021-06-16 12:20:41.299,j9zBUHWfhn,com.sec.android.app.shealth,2cd55121-7171-d8e0-bc18-350aeb8d87cd,1623801600000,
69632,2020-12-10 21:14:27.677,2020-12-10 13:21:33.528,j9zBUHWfhn,com.sec.android.app.shealth,c6899ba7-755d-86e2-6f14-088a2d184bde,1607558400000,
2785280,2021-08-30 01:41:39.260,2021-08-29 04:00:09.914,j9zBUHWfhn,com.sec.android.app.shealth,b172811e-0fa1-7267-6722-fce5f1ad7c0c,1630195200000,
2957312,2021-03-01 02:39:41.327,2021-02-28 13:51:29.563,j9zBUHWfhn,com.sec.android.app.shealth,8b8ecc6d-5eff-e114-d38b-2de7360bdd33,1614470400000,
6397952,2021-09-29 02:37:52.283,2021-09-28 12:26:29.022,j9zBUHWfhn,com.sec.android.app.shealth,6eeae56f-ed87-1c2a-dae2-043a371e1a90,1632787200000,
160768,2021-05-03 21:59:20.274,2021-05-03 12:36:14.372,j9zBUHWfhn,com.sec.android.app.shealth,696d652a-cb6c-c9e0-10b0-150d80b1b201,1620000000000,
1153024,2020-12-18 01:57:16.223,2020-12-17 13:36:46.635,j9zBUHWfhn,com.sec.android.app.shealth,145fd799-2ad2-0022-0ec8-d7d726a94d42,1608163200000,
5295104,2021-08-19 02:20:41.318,2021-08-18 12:31:59.218,j9zBUHWfhn,com.sec.android.app.shealth,04a73766-7efc-179a-9356-21acd4f1947c,1629244800000,
2310144,2021-05-28 01:07:32.235,2021-05-27 12:34:12.305,j9zBUHWfhn,com.sec.android.app.shealth,ad87f8e2-c9d2-5a42-8a53-2ac6c7bf84f8,1622073600000,
12584960,2022-01-23 04:25:50.218,2022-01-22 13:38:26.821,j9zBUHWfhn,com.sec.android.app.shealth,c8149cdc-5bde-3558-c330-6cf3f8a05c47,1642809600000,
1048576,2020-11-29 01:53:47.245,2020-11-28 14:59:39.148,j9zBUHWfhn,com.sec.android.app.shealth,27b62696-a030-e5b2-6a7b-56ac6833a93b,1606521600000,
796672,2021-09-27 23:42:14.243,2021-09-27 12:38:00.727,j9zBUHWfhn,com.sec.android.app.shealth,273f3a16-bac2-9856-f47d-b36737996f30,1632700800000,
592896,2020-11-24 00:01:06.252,2020-11-23 12:34:37.386,j9zBUHWfhn,com.sec.android.app.shealth,fd70ebe6-0744-1144-1a3d-bd008c4c2242,1606089600000,
2458624,2021-12-16 02:08:37.228,2021-12-15 13:33:05.426,j9zBUHWfhn,com.sec.android.app.shealth,c4667f49-58d0-46c5-3ff7-b1a3396d1ac2,1639526400000,
1083392,2020-10-30 00:23:37.199,2020-10-29 12:32:17.388,j9zBUHWfhn,com.sec.android.app.shealth,65d84639-ad55-fada-9194-23f1972d577b,1603929600000,
12664833,2021-05-09 03:34:05.316,2021-05-08 04:00:05.112,j9zBUHWfhn,com.sec.android.app.shealth,e818884a-7176-d89f-1f00-344a615cf4f8,1620432000000,
0,2020-10-01 12:22:12.809,2020-10-01 12:22:12.809,j9zBUHWfhn,com.sec.android.app.shealth,e5f5d8c7-2225-6cb2-9a28-fa5c15d0e859,1601510400000,
200704,2021-05-14 21:41:05.232,2021-05-14 12:34:34.604,j9zBUHWfhn,com.sec.android.app.shealth,39d33b03-919a-021f-3c55-deddbaaa5412,1620950400000,
4396032,2021-02-21 03:56:21.220,2021-02-20 14:37:48.630,j9zBUHWfhn,com.sec.android.app.shealth,2e0ba966-aca0-cec3-a84c-157da5ac1240,1613779200000,
1460736,2021-01-28 01:48:56.211,2021-01-27 13:32:32.760,j9zBUHWfhn,com.sec.android.app.shealth,f947ce97-9197-2137-a5b8-480660dcf3ec,1611705600000,
1253376,2021-03-04 01:27:16.325,2021-03-03 13:06:09.945,j9zBUHWfhn,com.sec.android.app.shealth,ea41297e-0e42-a50b-288d-8b22610e7f37,1614729600000,
3594240,2021-06-03 01:57:18.401,2021-06-02 12:36:25.748,j9zBUHWfhn,com.sec.android.app.shealth,b3e98542-9a50-e312-3856-48a4c11c3502,1622592000000,
6660096,2022-02-02 03:13:48.236,2022-02-01 13:03:51.332,j9zBUHWfhn,com.sec.android.app.shealth,465a67ff-c5db-c54f-9fc2-12a84fe75e3e,1643673600000,
1197056,2020-10-20 03:38:19.379,2020-10-19 12:41:03.630,j9zBUHWfhn,com.sec.android.app.shealth,bbc3e9ce-96b1-b1c8-8c37-0b9f153bdcb7,1603065600000,
0,2021-07-09 12:05:25.750,2021-07-09 12:05:25.750,j9zBUHWfhn,com.sec.android.app.shealth,dd636d2a-3637-fa2a-3f1f-98342dc2cd11,1625788800000,
67584,2021-10-10 14:30:09.183,2021-10-10 06:56:26.323,j9zBUHWfhn,com.sec.android.app.shealth,02e80020-866b-1af6-cb2a-33ad4240fa91,1633824000000,
9054208,2021-11-07 03:19:40.287,2021-11-06 13:19:41.367,j9zBUHWfhn,com.sec.android.app.shealth,93cc8f75-4e5c-4a78-a93b-07aa27190a04,1636156800000,
1184768,2021-03-02 01:35:19.232,2021-03-01 13:33:36.397,j9zBUHWfhn,com.sec.android.app.shealth,83527252-d54c-8517-75cc-8500ea038aaa,1614556800000,
2101248,2021-09-14 01:03:28.193,2021-09-13 12:37:18.178,j9zBUHWfhn,com.sec.android.app.shealth,b280b1af-9cba-dd80-8106-a87f3721c0cd,1631491200000,
263168,2021-07-12 22:12:47.259,2021-07-12 12:22:47.058,j9zBUHWfhn,com.sec.android.app.shealth,e21edaa1-bd09-e531-ea87-3e0b3bfd9fd4,1626048000000,
1463296,2021-04-29 00:36:29.233,2021-04-28 12:14:55.173,j9zBUHWfhn,com.sec.android.app.shealth,f3af3988-b96b-4716-0464-474ee6038e9f,1619568000000,
10029056,2020-11-22 04:16:19.216,2020-11-21 14:51:54.037,j9zBUHWfhn,com.sec.android.app.shealth,0517aa60-6d43-f8f7-074a-6d7ea58928a7,1605916800000,
11796480,2021-08-02 03:19:26.278,2021-08-01 04:00:04.321,j9zBUHWfhn,com.sec.android.app.shealth,a74e9689-9df4-4ae5-7cdb-50de45c7817f,1627776000000,
0,2020-10-21 12:19:34.105,2020-10-21 12:19:34.105,j9zBUHWfhn,com.sec.android.app.shealth,0701268d-0ac5-21e5-5ea9-17507e9b476a,1603238400000,
1249280,2021-02-17 01:44:52.254,2021-02-16 13:02:18.832,j9zBUHWfhn,com.sec.android.app.shealth,d6243ea6-5455-c250-42ca-4d90b0bbd0f5,1613433600000,
199680,2020-12-04 22:57:21.467,2020-12-04 13:42:31.734,j9zBUHWfhn,com.sec.android.app.shealth,95d419ce-0292-7d94-9b0a-d9d558f4f076,1607040000000,
6720512,2021-08-13 02:24:54.330,2021-08-12 12:40:59.200,j9zBUHWfhn,com.sec.android.app.shealth,1d8b17b8-2144-ab7b-e179-4045566ea44b,1628726400000,
10653696,2021-03-06 04:02:00.529,2021-03-05 13:01:57.295,j9zBUHWfhn,com.sec.android.app.shealth,ed44f53d-886c-a091-c843-897e0df9eefa,1614902400000,
5447680,2022-02-28 03:37:43.231,2022-02-27 13:45:59.796,j9zBUHWfhn,com.sec.android.app.shealth,60ec2c87-6954-ffc7-709d-417c672bfba3,1645920000000,
10014720,2021-02-07 04:43:46.226,2021-02-06 13:55:58.134,j9zBUHWfhn,com.sec.android.app.shealth,6591c4fb-60c3-a153-8e07-fc73542aae39,1612569600000,
2138112,2022-03-05 14:25:52.322,2022-03-05 00:20:36.846,j9zBUHWfhn,com.sec.android.app.shealth,47f511d7-2db8-1d04-0211-763c204eece2,1646438400000,
1319936,2022-03-11 13:29:22.277,2022-03-11 00:37:43.233,j9zBUHWfhn,com.sec.android.app.shealth,dcb07e0f-d40f-c953-2f05-28aaeea86362,1646956800000,
5406720,2021-09-24 02:33:42.306,2021-09-23 12:22:55.867,j9zBUHWfhn,com.sec.android.app.shealth,ebcb71be-c0b1-c0a2-5563-f6462a88bfd6,1632355200000,
98560,2022-03-17 20:45:27.605,2022-03-16 21:49:19.495,j9zBUHWfhn,com.sec.android.app.shealth,351e9997-b00b-757c-4e28-a58bb7304a18,1647475200000,
2396672,2022-03-24 01:17:50.254,2022-03-23 11:27:25.126,j9zBUHWfhn,com.sec.android.app.shealth,806d97d4-7d83-71e3-158b-0c587b1a1584,1647993600000,
5379072,2022-02-07 03:19:59.242,2022-02-06 13:38:51.270,j9zBUHWfhn,com.sec.android.app.shealth,efcf1221-a1ed-ae6e-c08e-3ff4beece888,1644105600000,
4817920,2021-02-06 03:19:32.292,2021-02-05 13:16:41.551,j9zBUHWfhn,com.sec.android.app.shealth,d9dd707d-2c40-61ec-fc3b-cc9a6d21db20,1612483200000,
1200128,2021-02-26 01:46:34.250,2021-02-25 13:26:10.599,j9zBUHWfhn,com.sec.android.app.shealth,ea31d810-d347-1516-2711-38bb609f8529,1614211200000,
2723840,2021-09-17 01:46:59.854,2021-09-16 12:34:58.464,j9zBUHWfhn,com.sec.android.app.shealth,5820c340-7b23-409d-7ebe-8580619d9261,1631750400000,
133120,2020-11-05 22:08:59.327,2020-11-05 13:38:55.956,j9zBUHWfhn,com.sec.android.app.shealth,9fa6c9f7-a91b-155c-964d-77b5f5051640,1604534400000,
134144,2021-07-14 21:10:39.281,2021-07-14 12:34:43.542,j9zBUHWfhn,com.sec.android.app.shealth,14c8ec66-3b24-9737-e18d-02e1e73f2a33,1626220800000,
609280,2021-11-13 00:56:02.228,2021-11-12 12:55:46.650,j9zBUHWfhn,com.sec.android.app.shealth,3623f10e-6436-c7a7-b75d-ec76422945e8,1636675200000,
168448,2022-01-13 22:05:47.285,2022-01-13 13:13:02.726,j9zBUHWfhn,com.sec.android.app.shealth,b3f51af8-36e4-e32b-0f25-92dfb3c6d2bb,1642032000000,
6440960,2022-01-22 03:36:25.226,2022-01-21 12:57:53.354,j9zBUHWfhn,com.sec.android.app.shealth,855c7c91-95c9-c01f-2dc0-e4d8a0e9762a,1642723200000,
2368000,2020-10-11 01:26:45.273,2020-10-10 12:40:39.794,j9zBUHWfhn,com.sec.android.app.shealth,464e7968-3fa9-b8cf-e59f-1c9bfdfdb09b,1602288000000,
2184192,2020-11-13 02:01:37.188,2020-11-12 12:32:07.025,j9zBUHWfhn,com.sec.android.app.shealth,24428ea3-0560-674c-5014-d3fedf4a7770,1605139200000,
3282944,2021-04-16 01:48:45.236,2021-04-15 11:59:34.739,j9zBUHWfhn,com.sec.android.app.shealth,af4bdc40-ac81-7237-0f51-78dfb64263be,1618444800000,
4478976,2021-08-07 02:03:08.300,2021-08-06 12:25:11.925,j9zBUHWfhn,com.sec.android.app.shealth,64d5947d-11aa-78b9-b24e-20e7e8452f0b,1628208000000,
409600,2021-07-02 22:28:58.270,2021-07-02 12:27:38.270,j9zBUHWfhn,com.sec.android.app.shealth,f1e3e3a6-638d-c3af-9800-547eb8172307,1625184000000,
2097152,2021-05-20 01:59:30.239,2021-05-19 12:33:23.635,j9zBUHWfhn,com.sec.android.app.shealth,ea3f4cb1-890d-e120-8295-6c224c1280b1,1621382400000,
171008,2022-02-09 22:57:58.467,2022-02-09 13:08:32.470,j9zBUHWfhn,com.sec.android.app.shealth,67f9e31c-ccc6-a074-8ac6-9b0d2dfa14bc,1644364800000,
1428480,2022-01-11 01:20:15.272,2022-01-10 13:34:04.342,j9zBUHWfhn,com.sec.android.app.shealth,829d6870-1388-4795-c66b-24528dbde070,1641772800000,
5526528,2022-02-23 03:26:42.382,2022-02-22 13:03:52.028,j9zBUHWfhn,com.sec.android.app.shealth,113f7735-5f8b-2ea4-fe2e-61187c9d68ec,1645488000000,
5373952,2021-04-25 02:37:26.197,2021-04-24 13:44:32.302,j9zBUHWfhn,com.sec.android.app.shealth,6d5d159e-c20f-d417-da37-d219dae2604b,1619222400000,
0,2020-10-26 12:43:32.101,2020-10-26 12:43:32.101,j9zBUHWfhn,com.sec.android.app.shealth,9f9b67e7-2739-4865-fb58-714a16a45afb,1603670400000,
4243456,2021-06-28 02:10:52.268,2021-06-27 13:14:14.673,j9zBUHWfhn,com.sec.android.app.shealth,546ae490-1788-b0f3-8a2d-db8d26750aa8,1624752000000,
430080,2022-02-17 23:42:19.204,2022-02-17 12:44:41.357,j9zBUHWfhn,com.sec.android.app.shealth,e2eede46-450f-0216-3585-0f21d5e61f83,1645056000000,
545792,2021-12-23 00:13:21.227,2021-12-22 12:54:49.736,j9zBUHWfhn,com.sec.android.app.shealth,79173cf6-c238-e81a-f25d-7f5fe307ae3e,1640131200000,
4327424,2021-04-07 02:04:53.277,2021-04-06 12:22:14.578,j9zBUHWfhn,com.sec.android.app.shealth,681d21bb-f590-afd0-de6d-b63f7948bdd4,1617667200000,
2687488,2021-11-28 02:57:43.309,2021-11-27 13:50:21.701,j9zBUHWfhn,com.sec.android.app.shealth,a8fffbc7-9a8e-0dd6-b9d1-6ab390f57125,1637971200000,
6307840,2021-10-04 02:40:26.239,2021-10-03 13:21:24.056,j9zBUHWfhn,com.sec.android.app.shealth,d50d5e01-94b6-6423-5b10-158a6a42016d,1633219200000,
4330496,2021-04-28 02:09:13.323,2021-04-27 12:20:38.256,j9zBUHWfhn,com.sec.android.app.shealth,04d3cb92-0141-7a35-8344-acca75d7c200,1619481600000,
1212416,2020-12-01 01:56:07.212,2020-11-30 12:33:18.202,j9zBUHWfhn,com.sec.android.app.shealth,42bf2029-f329-ef7a-667f-9572e64b2003,1606694400000,
5935616,2021-12-15 03:15:09.251,2021-12-14 13:06:28.047,j9zBUHWfhn,com.sec.android.app.shealth,0fbefbd9-e04c-932a-ec3f-4a58411471fd,1639440000000,
6307840,2021-12-27 03:20:40.703,2021-12-26 15:00:05.173,j9zBUHWfhn,com.sec.android.app.shealth,91d785bd-adf8-6615-5282-8990b78a6ae4,1640476800000,
4202497,2021-07-18 02:38:27.216,2021-07-17 04:00:03.883,j9zBUHWfhn,com.sec.android.app.shealth,05b97eb7-541d-7934-16ed-3b9b2c3e9791,1626480000000,
50176,2021-05-04 19:30:40.709,2021-05-04 12:12:47.830,j9zBUHWfhn,com.sec.android.app.shealth,1fa5e93d-f927-41c4-82fe-93f28192c343,1620086400000,
570368,2020-12-02 00:04:52.260,2020-12-01 13:24:39.666,j9zBUHWfhn,com.sec.android.app.shealth,4fa4e8c5-81ae-b770-3808-c18174046d78,1606780800000,
6639616,2021-12-09 03:20:24.310,2021-12-08 13:00:39.952,j9zBUHWfhn,com.sec.android.app.shealth,49ef3b2e-4d78-d114-d84d-efb9f66b2d46,1638921600000,
2658304,2022-02-14 02:04:01.448,2022-02-13 13:46:25.698,j9zBUHWfhn,com.sec.android.app.shealth,73ace7aa-afe1-eca3-cc0a-d4b2e5cc4884,1644710400000,
1061888,2022-02-16 01:42:18.250,2022-02-15 13:02:15.823,j9zBUHWfhn,com.sec.android.app.shealth,a5641dd7-c95e-b5e5-091a-c28322dad489,1644883200000,
1118208,2021-08-15 00:10:43.274,2021-08-14 12:41:34.747,j9zBUHWfhn,com.sec.android.app.shealth,e5947258-9988-2fed-3796-8902df714f9b,1628899200000,
542720,2021-10-18 23:03:39.241,2021-10-17 22:00:07.302,j9zBUHWfhn,com.sec.android.app.shealth,4f10e9a2-ce5d-fb71-80f0-db17d5ecc87f,1634515200000,
4761600,2021-09-30 02:30:12.254,2021-09-29 12:25:31.002,j9zBUHWfhn,com.sec.android.app.shealth,8accf45b-c137-1a4b-0bf1-ef226b2df991,1632873600000,
6062080,2021-12-29 03:11:37.248,2021-12-28 14:05:18.384,j9zBUHWfhn,com.sec.android.app.shealth,19a202d7-5864-30d0-5123-86ba6ec4f312,1640649600000,
10502144,2021-09-25 03:09:32.277,2021-09-24 12:28:21.187,j9zBUHWfhn,com.sec.android.app.shealth,b0660492-0e89-1f3e-b484-2b29b633b1b3,1632441600000,
3229696,2021-01-11 02:49:40.299,2021-01-10 13:26:12.815,j9zBUHWfhn,com.sec.android.app.shealth,26793cdb-d356-3d3a-0e7e-302dbbca5349,1610236800000,
5657600,2021-12-04 03:41:36.314,2021-12-03 12:32:18.076,j9zBUHWfhn,com.sec.android.app.shealth,787df031-5813-6eb1-76f4-9522f6cb3a02,1638489600000,
32768,2020-12-14 20:43:37.563,2020-12-14 18:26:27.454,j9zBUHWfhn,com.sec.android.app.shealth,aa7b2b6c-e892-3457-9bd0-335acb68e2aa,1607904000000,
5246976,2020-11-07 03:54:10.283,2020-11-06 13:46:36.218,j9zBUHWfhn,com.sec.android.app.shealth,a83b9a69-e468-b0a5-6902-db2489141cfa,1604620800000,
10240000,2021-05-23 03:35:40.262,2021-05-22 13:12:45.572,j9zBUHWfhn,com.sec.android.app.shealth,f67e4c45-a05d-a974-abf0-67bc43de3b18,1621641600000,
5914624,2021-12-26 03:31:54.251,2021-12-25 14:46:00.348,j9zBUHWfhn,com.sec.android.app.shealth,9e03a999-84d8-981b-acc5-684de6c79fe3,1640390400000,
3311616,2021-08-24 01:24:34.229,2021-08-23 12:36:29.601,j9zBUHWfhn,com.sec.android.app.shealth,7b9b4501-bb0c-f095-1d8f-0b1106105f89,1629676800000,
5395456,2022-01-13 03:05:38.257,2022-01-12 12:56:03.060,j9zBUHWfhn,com.sec.android.app.shealth,4290dfed-e67a-267c-1d71-a79ac3aeb076,1641945600000,
136192,2021-10-06 21:57:01.302,2021-10-06 12:37:50.514,j9zBUHWfhn,com.sec.android.app.shealth,3e5a721a-5b58-f29e-a301-3c70d429f654,1633478400000,
4676608,2022-01-21 03:32:36.219,2022-01-20 13:32:34.551,j9zBUHWfhn,com.sec.android.app.shealth,4a959f99-5489-977e-0751-5a7468ec4875,1642636800000,
